# x - y - expected - error
-40.000000	55.207179	52.000000	10.285998
# x - y - expected - error
-39.000000	39.522696	30.200000	86.912664
# x - y - expected - error
-38.000000	25.126360	23.200000	3.710863
# x - y - expected - error
-37.000000	11.982451	12.000000	0.000308
# x - y - expected - error
-36.000000	0.055314	0.600000	0.296683
# x - y - expected - error
-35.000000	-10.690629	-8.000000	7.239486
# x - y - expected - error
-34.000000	-20.290870	-20.800000	0.259213
# x - y - expected - error
-33.000000	-28.780797	-21.800000	48.731526
# x - y - expected - error
-32.000000	-36.195679	-27.000000	84.560513
# x - y - expected - error
-31.000000	-42.570645	-33.400000	84.100721
# x - y - expected - error
-30.000000	-47.940655	-41.000000	48.172695
# x - y - expected - error
-29.000000	-52.340475	-53.800000	2.130214
# x - y - expected - error
-28.000000	-55.804630	-52.800000	9.027800
# x - y - expected - error
-27.000000	-58.367361	-61.000000	6.930789
# x - y - expected - error
-26.000000	-60.062561	-55.400000	21.739475
# x - y - expected - error
-25.000000	-60.923699	-56.000000	24.242810
# x - y - expected - error
-24.000000	-60.983718	-63.800000	7.931447
# x - y - expected - error
-23.000000	-60.274906	-65.800000	30.526665
# x - y - expected - error
-22.000000	-58.828728	-60.000000	1.371878
# x - y - expected - error
-21.000000	-56.675598	-55.400000	1.627151
# x - y - expected - error
-20.000000	-53.844573	-57.000000	9.956717
# x - y - expected - error
-19.000000	-50.362936	-57.800000	55.309916
# x - y - expected - error
-18.000000	-46.255608	-49.800000	12.562712
# x - y - expected - error
-17.000000	-41.544314	-42.000000	0.207650
# x - y - expected - error
-16.000000	-36.246357	-42.400000	37.867319
# x - y - expected - error
-15.000000	-30.372788	-29.000000	1.884548
# x - y - expected - error
-14.000000	-23.925556	-28.800000	23.760209
# x - y - expected - error
-13.000000	-16.892928	-13.800000	9.566205
# x - y - expected - error
-12.000000	-9.241788	-13.000000	14.124158
# x - y - expected - error
-11.000000	-0.903926	-1.400000	0.246089
# x - y - expected - error
-10.000000	8.250057	15.000000	45.561732
# x - y - expected - error
-9.000000	-8.030361	-7.500000	0.281282
# x - y - expected - error
-8.000000	-6.967552	-5.000000	3.871260
# x - y - expected - error
-7.000000	-5.886737	1.500000	54.563881
# x - y - expected - error
-6.000000	-4.778873	1.000000	33.395374
# x - y - expected - error
-5.000000	-3.627640	0.500000	17.037414
# x - y - expected - error
-4.000000	-2.400267	-7.000000	21.157542
# x - y - expected - error
-3.000000	-1.019770	2.500000	12.388779
# x - y - expected - error
-2.000000	0.747990	-1.000000	3.055471
# x - y - expected - error
-1.000000	4.125021	2.500000	2.640693
# x - y - expected - error
0.000000	1.468500	1.000000	0.219492
# x - y - expected - error
1.000000	-3.033398	-0.500000	6.418107
# x - y - expected - error
2.000000	0.227665	5.000000	22.775185
# x - y - expected - error
3.000000	1.973949	3.500000	2.328831
# x - y - expected - error
4.000000	3.346930	-1.000000	18.895804
# x - y - expected - error
5.000000	4.749474	1.500000	10.559084
# x - y - expected - error
6.000000	5.872008	7.000000	1.272367
# x - y - expected - error
7.000000	6.958856	-0.500000	55.634532
# x - y - expected - error
8.000000	8.023627	2.000000	36.284084
# x - y - expected - error
9.000000	9.073790	-0.500000	91.657463
# x - y - expected - error
10.000000	10.113787	10.205379	0.008389
# x - y - expected - error
11.000000	11.146423	12.472298	1.757945
# x - y - expected - error
12.000000	12.173560	12.602923	0.184352
# x - y - expected - error
13.000000	13.196479	14.075600	0.772854
# x - y - expected - error
14.000000	14.216092	12.284933	3.729377
# x - y - expected - error
15.000000	15.233068	19.690000	19.864243
# x - y - expected - error
16.000000	16.247904	20.946791	22.079543
# x - y - expected - error
17.000000	17.260981	19.992436	7.460845
# x - y - expected - error
18.000000	18.272594	21.060592	7.772934
# x - y - expected - error
19.000000	19.282977	22.624244	11.164071
# x - y - expected - error
20.000000	20.292314	18.279894	4.049832
# x - y - expected - error
21.000000	21.300756	14.601521	44.879750
# x - y - expected - error
22.000000	22.308427	12.000049	106.262648
# x - y - expected - error
23.000000	23.315426	22.622739	0.479815
# x - y - expected - error
24.000000	24.321839	20.317135	16.037652
# x - y - expected - error
25.000000	25.327736	24.668391	0.434737
# x - y - expected - error
26.000000	26.333178	28.100835	3.124613
# x - y - expected - error
27.000000	27.338214	31.018922	13.547612
# x - y - expected - error
28.000000	28.342889	27.953037	0.151985
# x - y - expected - error
29.000000	29.347240	28.674475	0.452612
# x - y - expected - error
30.000000	30.351300	35.251439	24.011368
# x - y - expected - error
31.000000	31.355096	31.032337	0.104173
# x - y - expected - error
32.000000	32.358655	29.560483	7.829762
# x - y - expected - error
33.000000	33.361997	34.441073	1.164407
# x - y - expected - error
34.000000	34.365141	31.193013	10.062399
# x - y - expected - error
35.000000	35.368105	35.121870	0.060632
# x - y - expected - error
36.000000	36.370904	36.245064	0.015836
# x - y - expected - error
37.000000	37.373551	31.287597	37.038840
# x - y - expected - error
38.000000	38.376058	34.749386	13.152753
# x - y - expected - error
39.000000	39.378437	44.027699	21.615643
# x - y - expected - error
40.000000	40.380696	43.564726	10.138051
# x - y - expected - error
40.000000	40.380696	43.564726	10.138051
