# x - y - expected - error
-40.000000	24.127001	52.000000	776.904087
# x - y - expected - error
-39.000000	19.926056	30.200000	105.553924
# x - y - expected - error
-38.000000	14.114770	23.200000	82.541397
# x - y - expected - error
-37.000000	4.749561	12.000000	52.568865
# x - y - expected - error
-36.000000	-4.342815	0.600000	24.431424
# x - y - expected - error
-35.000000	-11.883093	-8.000000	15.078409
# x - y - expected - error
-34.000000	-19.348132	-20.800000	2.107922
# x - y - expected - error
-33.000000	-25.874915	-21.800000	16.604935
# x - y - expected - error
-32.000000	-32.098393	-27.000000	25.993616
# x - y - expected - error
-31.000000	-37.634151	-33.400000	17.928039
# x - y - expected - error
-30.000000	-42.781213	-41.000000	3.172720
# x - y - expected - error
-29.000000	-47.531044	-53.800000	39.299813
# x - y - expected - error
-28.000000	-52.650677	-52.800000	0.022297
# x - y - expected - error
-27.000000	-57.964656	-61.000000	9.213314
# x - y - expected - error
-26.000000	-60.181784	-55.400000	22.865458
# x - y - expected - error
-25.000000	-60.269437	-56.000000	18.228094
# x - y - expected - error
-24.000000	-57.683417	-63.800000	37.412593
# x - y - expected - error
-23.000000	-55.672644	-65.800000	102.563332
# x - y - expected - error
-22.000000	-55.994648	-60.000000	16.042845
# x - y - expected - error
-21.000000	-56.687668	-55.400000	1.658088
# x - y - expected - error
-20.000000	-57.433085	-57.000000	0.187562
# x - y - expected - error
-19.000000	-54.509697	-57.800000	10.826095
# x - y - expected - error
-18.000000	-50.124248	-49.800000	0.105137
# x - y - expected - error
-17.000000	-44.175075	-42.000000	4.730953
# x - y - expected - error
-16.000000	-38.408744	-42.400000	15.930124
# x - y - expected - error
-15.000000	-32.514499	-29.000000	12.351705
# x - y - expected - error
-14.000000	-27.798397	-28.800000	1.003208
# x - y - expected - error
-13.000000	-21.583619	-13.800000	60.584728
# x - y - expected - error
-12.000000	-15.147047	-13.000000	4.609813
# x - y - expected - error
-11.000000	-10.124789	-1.400000	76.121942
# x - y - expected - error
-10.000000	-6.622680	15.000000	467.540303
# x - y - expected - error
-9.000000	-4.810015	-7.500000	7.236017
# x - y - expected - error
-8.000000	-3.492755	-5.000000	2.271786
# x - y - expected - error
-7.000000	-1.730885	1.500000	10.438618
# x - y - expected - error
-6.000000	0.534272	1.000000	0.216902
# x - y - expected - error
-5.000000	3.392781	0.500000	8.368179
# x - y - expected - error
-4.000000	6.267182	-7.000000	176.018115
# x - y - expected - error
-3.000000	8.444923	2.500000	35.342110
# x - y - expected - error
-2.000000	10.330693	-1.000000	128.384593
# x - y - expected - error
-1.000000	11.867473	2.500000	87.749558
# x - y - expected - error
0.000000	12.593631	1.000000	134.412268
# x - y - expected - error
1.000000	12.633372	-0.500000	172.485464
# x - y - expected - error
2.000000	11.769936	5.000000	45.832030
# x - y - expected - error
3.000000	10.111630	3.500000	43.713657
# x - y - expected - error
4.000000	8.864123	-1.000000	97.300922
# x - y - expected - error
5.000000	8.646275	1.500000	51.069242
# x - y - expected - error
6.000000	8.533812	7.000000	2.352579
# x - y - expected - error
7.000000	8.238835	-0.500000	76.367240
# x - y - expected - error
8.000000	8.051920	2.000000	36.625738
# x - y - expected - error
9.000000	8.039044	-0.500000	72.915272
# x - y - expected - error
10.000000	9.198426	10.205379	1.013954
# x - y - expected - error
11.000000	11.689285	12.472298	0.613110
# x - y - expected - error
12.000000	14.026163	12.602923	2.025613
# x - y - expected - error
13.000000	15.659457	14.075600	2.508604
# x - y - expected - error
14.000000	15.256745	12.284933	8.831664
# x - y - expected - error
15.000000	15.975609	19.690000	13.796700
# x - y - expected - error
16.000000	17.439382	20.946791	12.301921
# x - y - expected - error
17.000000	21.293404	19.992436	1.692518
# x - y - expected - error
18.000000	22.645559	21.060592	2.512120
# x - y - expected - error
19.000000	22.899758	22.624244	0.075908
# x - y - expected - error
20.000000	22.658127	18.279894	19.168917
# x - y - expected - error
21.000000	22.742844	14.601521	66.281136
# x - y - expected - error
22.000000	22.093773	12.000049	101.883266
# x - y - expected - error
23.000000	25.677475	22.622739	9.331408
# x - y - expected - error
24.000000	28.996812	20.317135	75.336793
# x - y - expected - error
25.000000	30.189087	24.668391	30.478093
# x - y - expected - error
26.000000	32.481600	28.100835	19.191096
# x - y - expected - error
27.000000	33.036456	31.018922	4.070441
# x - y - expected - error
28.000000	34.842870	27.953037	47.469805
# x - y - expected - error
29.000000	37.219476	28.674475	73.017039
# x - y - expected - error
30.000000	36.440456	35.251439	1.413760
# x - y - expected - error
31.000000	34.332693	31.032337	10.892347
# x - y - expected - error
32.000000	31.678521	29.560483	4.486082
# x - y - expected - error
33.000000	30.168459	34.441073	18.255235
# x - y - expected - error
34.000000	29.526374	31.193013	2.777684
# x - y - expected - error
35.000000	29.267412	35.121870	34.274673
# x - y - expected - error
36.000000	29.015113	36.245064	52.272188
# x - y - expected - error
37.000000	27.723525	31.287597	12.702606
# x - y - expected - error
38.000000	28.781262	34.749386	35.618507
# x - y - expected - error
39.000000	31.728333	44.027699	151.274412
# x - y - expected - error
40.000000	33.265687	43.564726	106.070218
# x - y - expected - error
40.000000	33.265687	43.564726	106.070218
